date,AAPL,MSFT,NVDA,GOOG,META,TSLA,AMZN,BRK-B,JPM,XOM,600519,000858,601318,601398,000333,600036,000651,601888,000725,002594
2022-06-17,115.83,292.517,98.891,30.756,80.613,67.941,188.589,105.087,76.288,124.557,11.485,9.6,4.127,16.28,9.687,11.046,3.467,15.415,8.834,14.164
2022-06-20,115.139,281.685,98.74,29.5,81.377,66.603,194.428,105.521,78.34,124.013,11.416,9.865,4.233,16.505,9.944,11.058,3.451,15.895,9.095,13.982
2022-06-21,114.368,274.253,97.773,27.987,79.216,64.242,186.601,108.61,78.716,124.049,11.447,10.161,4.193,16.232,9.985,10.953,3.558,16.51,9.358,14.487
2022-06-22,106.017,266.575,95.474,28.151,82.823,64.438,185.96,110.428,77.058,124.201,11.682,10.171,3.986,16.314,9.816,11.04,3.582,16.783,8.986,14.114
2022-06-23,105.94,267.654,97.071,27.8,84.024,66.932,181.153,109.212,76.327,124.687,11.915,10.299,4.112,16.511,9.824,11.158,3.575,16.779,8.665,14.236
2022-06-24,105.351,278.936,93.855,27.459,83.214,70.723,175.304,105.114,79.817,126.048,11.86,10.611,3.941,16.245,10.163,10.967,3.572,17.427,8.765,14.672
2022-06-27,107.438,294.028,95.832,27.919,81.66,70.943,178.899,105.989,79.74,126.098,12.021,10.463,3.833,15.7,10.242,11.075,3.487,17.153,8.314,14.822
2022-06-28,112.955,298.708,93.438,28.697,81.502,72.67,181.045,101.771,79.431,125.464,11.975,10.388,3.993,16.783,10.396,11.375,3.417,16.807,8.575,15.294
2022-06-29,116.523,302.48,91.709,28.532,82.873,73.1,182.87,105.447,77.515,124.752,11.979,10.393,3.769,16.288,10.208,11.559,3.402,16.575,8.018,15.52
2022-06-30,115.754,289.61,88.315,28.323,82.885,73.939,186.451,105.07,73.675,123.631,11.873,10.604,3.513,16.582,10.471,11.805,3.423,16.787,8.402,15.697
2022-07-01,112.338,286.023,87.255,28.669,82.482,73.492,184.838,108.579,73.432,125.337,11.831,10.823,3.633,17.498,11.075,11.853,3.498,16.492,8.198,15.852
2022-07-04,120.333,280.8,89.543,27.781,82.674,73.871,183.414,107.25,74.141,124.138,12.113,10.767,3.596,17.634,10.698,11.604,3.506,16.438,8.234,16.106
2022-07-05,120.62,276.797,90.826,27.942,81.436,74.778,191.682,108.126,76.387,125.971,12.129,10.402,3.571,17.493,10.39,11.394,3.616,15.822,8.05,15.96
2022-07-06,120.757,275.853,93.215,28.317,80.771,73.959,190.924,108.833,71.882,126.133,12.155,10.46,3.533,17.467,10.44,11.478,3.751,16.009,7.586,15.448
2022-07-07,120.77,272.903,94.566,28.781,76.433,73.92,193.948,108.791,69.796,125.184,11.835,10.244,3.564,17.065,10.67,11.725,3.821,15.441,7.968,15.828
2022-07-08,121.516,260.126,91.956,27.502,78.44,73.91,194.17,107.601,68.783,126.567,11.766,9.901,3.472,17.497,10.651,12.465,3.93,15.108,8.18,16.3
2022-07-11,121.129,264.951,91.258,27.031,79.116,75.263,187.133,108.842,68.844,125.189,11.711,9.62,3.652,17.785,10.379,12.557,3.839,15.549,8.096,16.414
2022-07-12,119.32,258.303,89.503,26.495,77.58,73.673,179.61,106.188,68.645,126.612,11.533,9.691,3.412,17.535,10.356,12.227,3.736,15.989,8.265,16.198
2022-07-13,117.626,259.945,92.674,26.572,81.494,73.675,177.696,102.779,68.489,127.174,11.534,9.989,3.507,17.027,10.513,12.018,3.781,16.138,8.171,15.573
2022-07-14,117.61,273.031,89.892,26.884,81.745,76.688,181.66,106.345,69.301,126.062,11.441,9.998,3.587,16.399,10.412,12.639,3.663,16.25,8.247,15.617
2022-07-15,115.951,267.184,92.06,27.836,79.597,78.631,184.732,108.54,67.7,127.27,11.454,10.046,3.494,16.863,10.573,12.39,3.638,16.053,8.444,15.097
2022-07-18,113.778,251.145,94.278,27.532,81.444,80.926,188.324,108.827,69.452,128.527,11.476,10.314,3.371,16.928,10.882,12.406,3.703,15.766,8.593,14.541
2022-07-19,114.196,249.58,98.836,27.229,82.357,81.055,184.768,113.853,70.323,131.076,11.275,9.956,3.492,17.039,10.952,12.139,3.825,15.638,8.951,14.542
2022-07-20,113.487,256.322,97.884,27.973,83.273,81.685,190.975,113.119,69.792,133.266,11.191,10.073,3.374,16.651,10.949,12.57,3.803,15.084,8.964,14.272
2022-07-21,118.243,268.513,99.785,28.183,82.414,83.479,187.455,117.289,72.839,134.462,11.203,10.071,3.304,15.97,11.178,12.715,3.745,15.181,8.977,14.405
2022-07-22,109.757,260.767,105.777,29.03,83.451,86.282,188.45,117.949,75.933,132.122,11.439,10.2,3.408,16.603,10.947,12.494,3.773,15.205,8.772,14.356
2022-07-25,113.118,264.034,104.189,29.242,82.947,82.869,188.602,114.756,77.896,137.522,11.488,10.09,3.413,16.63,10.693,12.216,3.678,14.876,8.648,14.146
2022-07-26,117.061,261.253,100.149,28.472,84.22,80.689,188.133,120.629,71.702,134.51,11.348,9.904,3.202,17.064,10.628,12.303,3.664,15.434,8.868,13.549
2022-07-27,110.51,260.753,95.371,27.606,80.094,82.977,193.401,123.985,74.791,136.721,11.426,9.936,3.436,16.886,10.504,12.318,3.663,15.662,8.465,13.429
2022-07-28,109.558,277.443,97.224,26.626,79.25,82.589,190.849,123.681,76.449,137.814,11.774,10.306,3.323,16.78,10.3,12.552,3.66,15.925,8.858,13.162
2022-07-29,108.528,267.62,92.578,27.052,82.882,81.523,185.85,126.234,80.614,135.312,11.965,10.506,3.278,17.126,10.77,12.709,3.668,15.748,8.654,12.765
2022-08-01,104.432,269.415,91.776,27.815,81.287,79.483,186.114,124.952,83.352,135.169,12.079,10.386,3.309,17.488,11.191,12.635,3.597,15.754,8.441,12.667
2022-08-02,102.289,272.603,92.904,29.028,80.07,78.651,184.804,127.879,86.942,135.127,12.234,10.073,3.382,17.89,11.098,12.482,3.536,15.994,8.162,12.309
2022-08-03,99.259,279.867,93.44,29.614,79.197,76.439,197.574,119.659,89.063,138.132,12.547,9.692,3.614,17.749,11.129,12.44,3.474,16.059,8.335,12.266
2022-08-04,104.093,280.699,94.561,30.432,76.746,79.851,200.47,116.437,92.353,136.661,12.787,9.98,3.353,18.065,11.082,12.287,3.343,16.674,8.336,12.348
2022-08-05,106.837,282.947,95.197,30.039,72.378,79.901,199.019,119.64,97.354,136.21,12.913,9.766,3.492,18.639,11.39,12.253,3.37,16.601,8.747,12.099
2022-08-08,110.635,280.466,98.442,29.249,72.0,79.891,194.984,118.927,98.011,131.158,13.158,9.695,3.531,18.593,11.762,12.26,3.44,16.409,8.282,12.236
2022-08-09,112.904,282.45,96.111,29.845,72.314,80.956,187.792,119.699,93.998,134.992,12.898,9.984,3.516,18.331,11.251,12.013,3.503,16.663,8.239,11.825
2022-08-10,109.502,280.303,94.519,30.152,72.273,82.667,184.102,115.41,93.319,132.769,12.545,9.622,3.614,19.035,11.524,12.187,3.482,16.171,8.22,11.502
2022-08-11,108.014,284.654,92.72,30.245,72.058,84.385,184.715,121.315,94.38,133.605,12.577,9.945,3.733,18.692,11.157,12.087,3.416,16.532,8.035,11.476
2022-08-12,109.543,282.309,94.804,30.535,72.197,86.364,190.218,125.351,94.661,133.514,12.589,9.889,3.555,19.033,11.646,11.859,3.475,16.03,8.041,11.682
2022-08-15,105.964,285.037,97.106,30.782,74.186,85.323,194.713,124.771,91.607,133.43,12.462,9.634,3.816,19.01,11.604,11.767,3.527,16.279,8.124,11.944
2022-08-16,108.111,285.014,98.336,31.719,73.877,84.887,195.811,123.501,87.712,135.32,12.643,9.581,3.554,18.03,11.373,11.834,3.545,16.036,8.25,12.436
2022-08-17,107.483,292.885,101.445,32.693,72.828,86.339,194.734,127.068,86.064,139.136,12.216,9.426,3.458,18.829,11.31,11.858,3.689,16.224,8.635,12.139
2022-08-18,106.463,292.706,98.449,33.126,72.351,85.484,195.988,134.035,88.002,139.841,12.094,9.52,3.428,17.088,11.234,11.973,3.631,16.579,8.165,12.108
2022-08-19,108.615,280.448,102.795,33.797,73.506,85.568,194.138,137.63,91.796,141.47,11.985,9.381,3.659,16.344,11.385,12.219,3.609,16.646,8.353,11.801
2022-08-22,110.018,289.106,106.949,34.221,76.278,86.372,201.06,145.886,94.129,142.365,11.629,8.978,3.567,16.791,11.683,12.581,3.575,16.181,8.192,11.436
2022-08-23,109.015,283.01,109.091,33.874,75.087,87.878,200.498,142.344,96.875,144.863,11.938,9.042,3.565,17.048,11.357,12.665,3.446,15.844,8.304,11.509
2022-08-24,112.556,278.751,114.23,34.49,75.342,84.72,200.353,139.288,96.761,143.911,11.642,8.766,3.744,16.749,11.878,12.361,3.499,15.578,8.419,11.292
2022-08-25,109.313,274.944,109.441,33.391,76.07,86.073,191.607,134.895,92.361,146.573,11.516,8.807,3.65,16.826,12.176,12.288,3.49,14.887,8.169,11.649
2022-08-26,111.238,284.174,108.062,34.229,74.157,85.748,191.047,136.631,91.33,149.367,11.7,8.572,3.503,15.631,11.919,12.011,3.531,15.468,7.947,11.228
2022-08-29,113.128,269.803,106.11,33.299,74.257,87.105,194.463,137.4,90.789,152.146,11.833,8.478,3.496,16.138,11.945,12.474,3.683,15.515,8.077,11.372
2022-08-30,112.256,290.264,108.195,33.539,71.472,88.609,190.475,136.947,89.674,150.657,11.594,8.514,3.664,16.259,12.455,13.037,3.594,15.105,8.087,11.091
2022-08-31,113.343,297.792,105.359,32.9,68.225,91.672,187.786,140.08,89.892,150.39,11.733,8.473,3.62,16.245,12.654,13.035,3.398,15.631,8.037,10.87
2022-09-01,109.55,299.571,107.528,33.343,68.934,94.356,190.978,144.9,91.038,151.123,11.79,8.522,3.864,16.262,12.554,13.291,3.477,15.379,8.204,11.024
2022-09-02,112.403,299.363,111.448,33.336,68.298,97.105,185.487,139.001,93.198,147.894,12.282,8.652,3.907,16.496,12.812,13.368,3.49,15.476,8.392,10.843
2022-09-05,111.92,301.599,113.563,32.119,68.714,100.13,189.632,136.858,92.598,151.881,12.184,8.427,3.822,16.49,13.766,13.482,3.431,15.181,8.261,10.709
2022-09-06,110.405,305.554,114.508,32.452,68.738,100.847,187.79,140.03,87.987,151.998,12.149,8.416,3.83,15.625,13.602,12.997,3.462,14.463,8.049,10.497
2022-09-07,113.657,310.47,111.69,32.035,67.039,101.024,186.51,138.364,86.94,152.849,11.958,7.785,3.719,16.789,13.395,12.978,3.526,14.176,7.742,10.975
2022-09-08,111.554,314.798,109.35,32.71,67.014,102.97,182.474,135.472,87.127,151.56,11.794,7.923,3.634,17.114,13.458,12.722,3.448,14.031,7.755,10.647
2022-09-09,107.34,315.67,112.995,32.73,64.908,104.652,184.051,139.344,90.053,148.431,11.615,7.869,4.201,16.501,13.546,12.805,3.424,14.335,7.421,10.667
2022-09-12,102.851,314.374,115.385,33.05,67.32,104.092,193.365,134.568,88.777,147.114,11.899,7.695,4.289,16.347,13.377,12.79,3.541,14.459,7.536,10.62
2022-09-13,104.634,313.429,115.381,32.334,64.988,105.083,196.608,133.576,90.077,147.782,11.899,7.751,4.42,16.246,13.529,13.355,3.482,14.513,7.822,10.686
2022-09-14,101.048,312.16,114.245,31.91,64.708,105.12,193.382,134.884,90.862,149.547,12.017,7.956,4.326,16.748,13.116,13.434,3.487,13.829,7.741,10.527
2022-09-15,105.977,320.838,108.363,31.588,62.998,103.365,198.006,132.89,91.057,150.086,12.341,7.871,4.564,15.734,12.906,13.523,3.274,14.416,7.618,10.481
2022-09-16,100.021,325.603,105.464,32.236,63.988,106.256,196.944,135.836,93.405,151.08,11.813,7.704,4.672,15.709,13.153,13.444,3.2,14.283,8.09,10.591
2022-09-19,104.74,302.856,110.787,33.512,63.485,106.493,202.601,133.846,91.85,150.397,12.223,7.733,4.98,14.935,12.589,13.956,3.212,14.248,8.347,10.368
2022-09-20,105.424,307.807,107.221,32.904,62.676,111.153,206.102,139.093,90.531,151.759,12.232,7.501,5.225,15.0,13.027,13.949,3.304,14.636,8.156,10.658
2022-09-21,105.226,309.435,107.852,33.747,64.124,107.511,194.083,138.734,90.591,155.572,12.324,7.39,4.88,14.807,12.385,14.056,3.199,15.074,8.196,10.983
2022-09-22,103.737,309.489,110.77,32.065,64.226,106.381,190.352,141.387,89.133,157.51,12.137,7.593,4.753,14.847,12.01,14.072,3.205,15.492,8.283,11.157
2022-09-23,104.949,306.799,107.279,31.193,65.145,106.569,194.17,144.379,90.427,159.74,11.968,7.604,4.59,14.6,11.867,13.946,3.177,15.408,8.339,11.184
2022-09-26,104.921,315.257,107.896,30.516,63.526,109.21,194.961,142.033,88.796,160.66,12.07,7.283,4.441,14.297,11.957,13.96,3.247,15.049,8.808,10.349
2022-09-27,108.168,322.614,110.622,29.574,61.245,110.237,191.135,134.209,89.418,156.882,12.585,7.076,4.493,14.554,12.353,13.343,3.155,15.407,8.704,10.591
2022-09-28,108.588,316.838,110.765,28.502,61.466,111.07,188.888,135.64,89.267,154.364,12.619,7.102,4.407,14.747,12.376,13.039,3.186,14.916,8.773,10.493
2022-09-29,109.118,320.127,119.1,28.793,61.003,108.583,181.822,136.021,89.865,155.657,12.903,7.241,4.727,14.984,12.307,13.144,3.138,15.609,8.963,10.435
2022-09-30,108.115,312.87,114.07,28.666,62.052,106.085,181.683,138.195,88.851,155.781,12.855,6.977,4.971,14.916,12.488,13.613,3.154,15.392,9.295,9.943
2022-10-03,108.029,302.718,117.308,28.936,61.972,106.913,189.965,137.459,88.135,157.048,12.712,7.048,4.898,14.682,12.225,13.722,3.159,15.012,9.567,10.192
2022-10-04,109.021,298.359,116.898,29.417,62.355,103.992,193.24,135.963,88.446,161.49,12.53,7.26,5.233,14.639,12.273,13.502,3.141,14.581,9.73,9.827
2022-10-05,104.003,304.713,119.348,29.616,59.759,102.953,201.97,143.515,89.009,163.557,12.416,7.569,5.427,14.853,11.915,13.064,3.175,14.147,9.271,9.863
2022-10-06,100.247,311.864,120.828,30.087,62.757,104.139,205.768,137.881,89.086,167.071,11.953,7.512,5.345,13.946,11.944,13.298,3.179,14.2,9.248,10.093
2022-10-07,102.361,315.894,118.652,30.056,62.539,102.121,210.24,140.753,93.224,167.491,11.794,7.598,4.974,14.275,11.911,13.13,3.169,14.204,9.486,9.98
2022-10-10,102.918,321.581,119.471,29.244,63.729,105.647,218.821,138.669,90.852,165.45,11.671,7.234,4.999,14.406,11.68,13.323,3.142,13.795,9.564,10.292
2022-10-11,102.478,325.76,113.84,29.98,62.388,108.455,220.707,137.517,90.786,165.455,11.631,7.663,4.889,14.438,11.733,13.443,3.148,13.684,9.812,10.105
2022-10-12,102.608,320.954,115.729,29.587,62.941,105.023,220.099,136.445,87.065,163.446,11.655,7.449,4.927,14.384,11.784,13.591,3.164,13.247,10.385,10.264
2022-10-13,103.662,324.477,116.735,28.961,60.848,103.098,224.905,133.575,88.014,167.754,11.728,7.293,4.944,13.348,12.132,13.603,3.091,13.438,9.86,9.933
2022-10-14,102.21,330.904,118.779,28.858,61.616,98.302,231.725,135.765,85.482,170.077,11.721,7.251,4.958,13.348,11.656,13.724,3.066,13.426,10.328,10.197
2022-10-17,100.112,337.093,122.149,28.262,61.093,96.807,229.719,141.021,84.931,171.685,11.595,7.499,5.05,14.029,11.639,13.689,2.991,13.311,10.075,10.428
2022-10-18,100.725,346.909,123.431,28.004,61.189,98.458,226.611,142.945,84.172,175.309,11.182,7.872,4.84,13.83,11.426,13.495,2.988,12.912,10.369,10.558
2022-10-19,98.105,353.015,124.024,28.245,62.355,97.716,227.476,143.468,84.884,169.709,11.062,7.776,4.969,13.716,11.677,13.204,2.947,12.825,10.362,10.46
2022-10-20,99.276,356.209,121.316,28.49,60.396,98.76,231.52,139.734,83.716,171.5,10.866,7.951,4.896,13.729,11.899,12.494,3.0,12.705,11.044,10.098
2022-10-21,94.727,365.568,119.197,27.912,59.364,95.736,235.481,141.819,82.469,168.004,10.953,7.959,4.932,13.873,12.054,12.595,3.046,12.806,10.928,10.005
2022-10-24,97.466,365.563,122.975,27.612,60.122,97.431,228.96,150.267,85.707,168.147,11.13,7.774,5.099,14.138,11.85,13.03,2.981,12.862,10.72,10.29
2022-10-25,98.801,358.064,127.669,28.318,63.468,96.411,238.016,148.835,86.441,167.456,11.314,8.033,4.884,14.053,12.114,13.248,2.981,13.108,10.864,10.33
2022-10-26,99.568,356.887,127.006,28.661,63.29,96.54,235.182,147.437,85.232,169.424,11.465,7.921,4.898,14.228,11.662,13.318,3.025,12.963,10.978,9.933
2022-10-27,102.321,350.737,127.281,30.061,64.32,96.459,234.164,145.308,84.745,170.219,11.434,8.195,4.88,14.908,11.167,13.1,3.013,12.399,11.367,9.659
2022-10-28,107.062,345.279,124.423,30.904,64.192,94.009,230.141,143.493,88.546,174.114,11.323,8.435,4.795,15.115,10.954,13.397,2.962,12.843,11.53,9.969
2022-10-31,110.114,344.298,128.323,31.744,67.503,91.854,242.894,132.885,88.077,172.576,11.168,8.552,4.947,16.121,10.95,13.364,2.886,12.564,12.412,10.098
2022-11-01,104.652,337.973,130.659,30.738,64.474,93.805,244.327,134.463,86.544,174.737,10.861,8.905,4.826,15.587,11.138,13.842,2.943,12.241,12.19,9.791
2022-11-02,101.068,335.688,137.353,31.302,64.686,94.686,240.384,131.48,85.048,175.369,11.052,9.219,4.735,16.332,10.324,13.538,3.005,12.233,12.159,9.362
2022-11-03,99.418,320.66,134.363,31.282,61.989,96.86,244.815,125.824,83.885,170.866,11.014,9.183,4.62,15.73,10.79,13.311,2.991,12.326,11.941,9.333
2022-11-04,99.564,322.499,133.179,30.899,57.978,97.62,248.86,128.511,82.638,168.475,10.764,9.016,4.798,15.894,10.668,13.058,3.044,12.177,11.979,8.904
2022-11-07,101.05,322.709,134.107,31.038,58.476,98.017,248.171,124.832,79.898,168.227,10.6,8.638,4.718,16.23,10.259,12.623,2.834,12.027,12.071,8.982
2022-11-08,99.121,316.59,136.482,31.739,58.736,94.6,252.629,123.786,77.581,171.439,10.432,9.179,4.796,16.003,10.29,12.358,2.955,11.92,12.182,9.541
2022-11-09,99.703,321.79,135.853,32.127,58.346,94.171,248.683,128.834,75.942,172.9,10.437,8.951,5.127,16.05,10.572,12.389,2.9,12.325,12.214,9.021
2022-11-10,97.719,329.222,132.915,31.489,58.231,94.219,246.465,123.998,77.214,169.779,10.634,9.18,5.04,16.47,10.733,12.192,2.91,12.329,11.992,9.093
2022-11-11,96.158,316.741,136.078,32.051,62.995,98.154,236.728,118.926,76.504,169.556,10.564,9.027,5.237,16.148,11.029,11.131,2.888,12.052,11.674,9.398
2022-11-14,92.531,311.147,138.751,31.595,62.621,99.665,230.65,119.899,76.156,175.295,10.133,9.341,5.544,16.916,10.662,11.537,2.982,11.784,11.547,9.581
2022-11-15,90.264,305.605,135.594,31.773,63.506,102.962,239.29,123.753,78.81,175.782,10.217,9.194,5.661,16.009,10.558,11.1,2.908,11.719,11.957,9.551
2022-11-16,86.995,298.91,140.485,31.567,62.48,104.355,247.452,118.551,81.608,175.016,10.185,8.948,5.66,17.085,10.321,11.25,3.008,11.79,12.462,9.522
2022-11-17,84.738,305.039,144.879,31.425,63.012,102.923,248.032,119.967,81.074,176.588,10.141,8.906,5.79,17.32,10.764,11.26,3.036,11.93,12.252,9.251
2022-11-18,87.246,303.812,145.523,32.003,62.671,103.286,256.599,121.967,79.789,178.955,10.023,8.8,5.533,17.284,10.777,11.801,3.079,11.97,11.905,9.195
2022-11-21,85.046,302.075,145.965,31.248,62.049,103.906,256.032,115.229,78.028,177.799,10.06,8.919,5.452,17.095,11.54,11.892,3.056,11.737,11.882,9.257
2022-11-22,91.236,287.753,148.201,32.68,65.049,101.987,255.036,117.832,79.545,179.427,10.069,8.909,5.34,16.858,11.239,11.759,2.963,11.624,12.651,9.52
2022-11-23,92.537,292.315,145.039,31.315,67.104,101.282,255.586,120.744,79.189,178.64,10.061,9.035,5.759,16.801,11.043,11.574,3.027,11.831,12.856,9.377
2022-11-24,93.075,283.814,145.293,30.898,67.398,100.958,255.202,119.821,78.45,180.907,10.133,8.976,5.513,16.786,11.009,11.969,3.049,11.515,13.081,9.338
2022-11-25,90.96,284.399,137.337,31.182,63.393,104.443,254.355,124.008,76.824,181.583,10.052,8.842,5.423,17.388,11.388,11.572,3.145,11.393,13.474,9.121
2022-11-28,92.773,286.467,140.588,31.624,62.846,100.031,260.477,127.951,75.323,183.185,9.961,8.727,5.229,18.363,11.29,11.624,3.131,11.559,14.118,9.179
2022-11-29,91.382,295.988,135.04,31.569,67.337,102.652,261.53,128.418,76.039,181.097,10.205,9.129,5.333,18.199,11.33,11.592,3.1,11.803,13.415,9.365
2022-11-30,91.757,286.887,140.429,31.545,66.985,100.761,265.552,126.947,73.446,178.849,10.305,9.039,5.362,17.773,11.362,11.504,3.201,11.754,13.422,9.52
2022-12-01,98.254,266.301,139.365,31.865,68.971,97.991,271.344,123.691,75.466,181.778,10.455,8.636,5.567,17.507,11.379,11.598,3.343,11.645,13.212,9.245
2022-12-02,98.07,267.64,138.737,31.712,71.627,100.506,273.743,123.668,74.466,181.719,10.683,8.639,5.7,17.425,11.2,11.65,3.293,11.286,13.458,9.285
2022-12-05,101.229,279.358,136.617,32.758,72.095,102.147,268.667,125.691,74.241,182.739,10.781,8.658,5.429,16.925,11.167,11.773,3.236,11.431,13.531,9.133
2022-12-06,99.358,287.828,135.731,33.417,70.566,104.927,261.613,124.687,71.667,182.004,10.958,9.018,5.345,16.37,11.123,11.812,3.297,11.792,13.853,9.371
2022-12-07,99.339,289.454,140.849,34.115,66.131,106.791,262.664,117.33,71.713,184.846,10.643,9.092,5.601,17.347,11.126,11.925,3.277,12.513,13.645,9.339
2022-12-08,104.227,286.223,131.913,33.368,67.367,111.488,262.025,121.483,71.155,183.195,10.679,8.904,5.48,17.243,11.39,11.953,3.323,12.444,14.227,8.988
2022-12-09,102.519,291.939,136.403,33.326,65.987,112.907,262.753,122.214,71.13,182.968,10.641,9.389,5.709,16.845,11.89,11.777,3.303,12.435,13.991,8.944
2022-12-12,107.681,285.308,137.73,33.113,66.344,112.661,262.935,121.054,73.991,185.489,10.959,9.242,5.596,17.241,11.47,11.78,3.423,12.17,14.297,9.052
2022-12-13,109.848,288.743,133.559,32.358,64.23,113.589,276.897,123.982,74.413,189.214,11.139,9.502,5.411,16.675,11.364,11.592,3.367,11.634,14.829,9.114
2022-12-14,108.241,292.422,129.971,32.648,63.837,116.654,269.753,129.234,72.909,187.783,11.009,9.255,5.356,16.166,11.138,11.39,3.405,11.827,15.345,9.002
2022-12-15,110.197,300.035,135.739,32.259,63.945,114.887,259.206,119.481,71.598,193.96,11.08,8.756,5.179,15.807,11.194,11.305,3.366,12.49,15.523,8.875
2022-12-16,113.213,320.069,132.548,32.769,64.446,113.452,261.207,120.995,72.804,195.139,11.11,8.584,5.079,16.553,11.051,11.277,3.344,12.683,15.922,8.66
2022-12-19,115.225,323.279,128.719,31.973,62.62,112.846,259.49,116.395,75.396,192.012,11.198,7.957,5.117,16.194,11.121,11.288,3.312,13.023,16.781,8.58
2022-12-20,110.363,319.536,132.635,33.27,64.629,108.022,261.408,118.075,76.036,193.353,10.989,8.431,5.211,15.084,11.429,11.524,3.369,13.104,16.803,8.4
2022-12-21,108.251,319.539,133.926,32.596,63.673,108.45,264.751,118.586,77.507,192.334,11.057,8.345,4.925,15.788,10.721,11.396,3.44,13.221,16.437,8.611
2022-12-22,107.601,306.188,130.804,32.781,60.938,104.308,271.873,120.739,78.842,193.881,11.008,8.172,4.984,15.422,10.985,11.449,3.485,12.469,16.74,8.421
2022-12-23,107.464,301.28,131.665,33.404,60.813,104.537,263.889,119.199,81.903,193.934,11.061,8.256,4.885,14.623,10.865,11.481,3.476,12.849,16.73,8.452
2022-12-26,109.37,298.512,128.297,32.98,60.917,106.535,261.196,113.218,77.725,194.357,10.914,8.292,4.777,14.674,10.993,11.325,3.488,12.678,15.535,8.469
2022-12-27,109.986,294.948,132.079,33.653,61.222,105.592,263.719,111.925,79.184,191.658,10.795,8.408,4.801,14.897,10.755,11.346,3.56,12.473,15.95,8.676
2022-12-28,106.051,296.209,135.837,32.711,63.451,109.395,268.084,113.259,81.338,194.936,11.02,8.637,4.712,15.074,11.078,11.606,3.637,12.383,16.016,8.919
2022-12-29,107.235,290.554,137.84,33.835,63.111,106.187,280.211,116.487,78.514,191.453,10.808,8.581,4.94,15.846,11.332,11.657,3.41,12.284,16.593,9.08
2022-12-30,109.108,298.542,139.265,33.866,62.964,108.937,285.895,112.867,76.736,188.18,10.615,8.412,5.073,15.234,11.497,11.718,3.429,12.08,16.221,9.167
2023-01-02,110.862,298.73,145.752,33.416,61.199,110.587,285.858,116.119,75.07,189.489,10.602,8.569,5.283,15.261,11.727,11.534,3.411,12.089,15.481,8.931
2023-01-03,114.225,298.849,145.893,33.203,62.562,106.755,281.018,114.168,73.685,194.622,10.451,8.724,5.116,14.967,11.516,12.049,3.464,11.935,15.755,8.696
2023-01-04,116.918,296.686,141.57,33.847,62.914,112.898,278.107,115.391,72.81,193.693,10.282,8.744,4.947,14.321,11.345,11.694,3.458,11.968,15.948,8.517
2023-01-05,118.476,297.975,143.356,33.407,62.274,112.871,275.067,113.886,73.352,196.093,10.298,9.174,4.964,14.858,11.561,11.255,3.516,11.552,16.003,8.683
2023-01-06,118.339,304.054,151.238,32.844,59.223,110.931,278.98,114.547,75.117,199.712,10.016,8.946,4.94,15.059,11.347,11.476,3.428,11.499,16.022,8.704
2023-01-09,113.052,297.923,147.412,32.694,61.507,107.801,280.709,117.425,77.356,202.557,9.831,8.765,4.838,15.187,11.757,11.449,3.449,11.206,15.505,8.9
2023-01-10,114.467,293.409,146.176,31.819,59.583,107.424,273.504,113.6,75.704,201.726,10.192,8.848,4.643,15.377,11.669,11.372,3.521,11.04,15.448,9.13
2023-01-11,115.204,291.456,147.894,33.184,58.711,107.256,271.379,111.592,74.072,198.336,10.273,8.714,4.694,15.086,11.818,11.234,3.4,11.082,15.292,8.969
2023-01-12,116.148,282.235,147.832,32.767,59.308,107.602,276.456,112.248,76.744,191.395,10.132,8.812,4.63,14.664,12.437,11.711,3.599,10.667,15.803,8.982
2023-01-13,112.179,276.868,144.216,33.42,57.501,107.052,278.697,119.684,78.142,190.761,10.206,8.647,4.743,14.686,12.039,11.632,3.645,10.464,15.996,8.985
2023-01-16,108.947,273.88,148.545,33.602,55.302,108.58,282.175,116.972,78.391,194.608,10.307,8.57,4.855,15.175,12.065,11.778,3.645,10.609,15.869,8.916
2023-01-17,112.169,279.791,157.614,32.852,52.277,107.821,284.641,123.569,79.457,191.232,10.488,8.935,5.043,15.871,12.384,11.824,3.574,10.259,16.717,8.802
2023-01-18,112.133,281.726,158.568,32.867,53.304,103.594,294.263,130.419,79.471,193.599,10.461,8.72,4.825,15.997,12.681,11.898,3.56,10.695,16.337,9.07
2023-01-19,114.309,283.209,155.01,33.485,52.588,103.384,295.963,130.183,80.66,190.79,10.642,8.563,4.953,16.017,12.584,12.277,3.566,10.843,16.626,9.087
2023-01-20,114.485,289.161,148.944,33.358,56.654,98.399,293.961,129.236,80.016,191.305,10.248,8.79,4.83,16.146,12.429,12.209,3.603,10.721,16.55,9.096
2023-01-23,114.666,288.389,150.084,34.304,55.227,99.231,288.833,126.908,80.668,193.697,10.05,8.582,4.627,16.159,12.363,11.809,3.729,10.526,17.387,8.918
2023-01-24,117.697,291.268,154.52,35.138,53.942,97.315,290.58,126.779,77.498,191.803,10.077,8.449,4.616,15.698,12.81,12.043,3.687,10.581,17.183,9.075
2023-01-25,116.125,290.729,156.572,35.91,53.188,97.752,276.578,122.029,76.152,192.522,10.134,8.559,4.79,15.716,12.728,12.181,3.736,10.223,17.254,8.851
2023-01-26,116.518,292.759,156.714,35.547,53.569,100.534,275.832,121.878,74.852,191.407,9.965,8.74,4.73,15.131,12.758,12.213,3.623,9.743,17.189,8.958
